parcelid,assessmentyear,roomcnt,regionidzip,rawcensustractandblock,bedroomcnt,calculatedfinishedsquarefeet,propertylandusetypeid,regionidcounty,taxvaluedollarcnt,longitude,latitude,bathroomcnt,taxamount,fips,propertycountylandusecode,structuretaxvaluedollarcnt
12391708,2015.0,0.0,96197.0,60375010.0,2.0,948.0,261.0,3101.0,47690.0,-118084180.0,34007976.0,1.0,915.68,6037.0,0100,22827.0
14027824,2015.0,6.0,96965.0,60590996.0,3.0,1234.0,261.0,1286.0,277835.0,-117997030.0,33739916.0,2.0,3379.14,6059.0,122,75087.0
14295589,2015.0,6.0,96978.0,60590630.0,3.0,1547.0,261.0,1286.0,101357.0,-117882790.0,33638372.0,2.0,1353.78,6059.0,122,44228.0
12409601,2015.0,0.0,96206.0,60375544.0,4.0,1907.0,261.0,3101.0,496487.0,-118102050.0,33883264.0,3.0,5830.96,6037.0,0100,189313.0
14402733,2015.0,7.0,96969.0,60590628.0,3.0,1998.0,261.0,1286.0,474754.0,-117768184.0,33536700.0,2.0,5701.54,6059.0,122,283708.0
17187991,2015.0,9.0,97091.0,61110056.0,3.0,3180.0,261.0,2061.0,717000.0,-119017944.0,34208724.0,2.5,7660.48,6111.0,1111,250000.0
10851212,2015.0,0.0,96349.0,60371390.0,4.0,1427.0,261.0,3101.0,676634.0,-118506920.0,34174972.0,2.0,8795.79,6037.0,0101,139620.0
12673057,2015.0,0.0,96161.0,60376508.0,3.0,1162.0,261.0,3101.0,611987.0,-118367470.0,33829692.0,2.0,7187.86,6037.0,0100,122397.0
11862824,2015.0,0.0,96510.0,60374824.0,5.0,2295.0,246.0,3101.0,111948.0,-118093420.0,34057516.0,3.0,1749.16,6037.0,0200,92175.0
12500687,2015.0,0.0,96240.0,60375732.0,3.0,1702.0,261.0,3101.0,344161.0,-118196376.0,33799620.0,2.0,4241.47,6037.0,0100,147498.0
11298544,2015.0,0.0,97318.0,60379004.0,4.0,1829.0,261.0,3101.0,160717.0,-118101230.0,34680360.0,3.0,2815.58,6037.0,0100,128575.0
12468378,2015.0,0.0,96234.0,60375736.0,4.0,2434.0,246.0,3101.0,358533.0,-118172936.0,33817470.0,3.0,8983.08,6037.0,0200,223329.0
12834650,2015.0,0.0,96489.0,60374090.0,3.0,1346.0,261.0,3101.0,364572.0,-117963820.0,34004770.0,2.0,4405.26,6037.0,0100,114061.0
11465993,2015.0,0.0,96129.0,60372770.0,2.0,1274.0,266.0,3101.0,396456.0,-118437000.0,33954400.0,3.0,4819.86,6037.0,010C,245988.0
12184588,2015.0,0.0,95984.0,60372390.0,4.0,1344.0,261.0,3101.0,257006.0,-118267940.0,33982710.0,2.0,3197.18,6037.0,0100,121319.0
11144579,2015.0,0.0,96374.0,60379200.0,2.0,910.0,266.0,3101.0,220000.0,-118489000.0,34418400.0,2.0,3241.18,6037.0,010C,161300.0
17184335,2015.0,6.0,97104.0,61110044.0,4.0,1230.0,261.0,2061.0,216024.0,-119181864.0,34151750.0,2.0,2512.92,6111.0,1111,114132.0
14467773,2015.0,0.0,96989.0,60590320.0,3.0,1839.0,261.0,1286.0,551811.0,-117595630.0,33595504.0,2.5,5847.22,6059.0,122,249278.0
14080597,2015.0,6.0,96967.0,60590996.0,3.0,2320.0,261.0,1286.0,684823.0,-118055360.0,33723330.0,2.5,7745.18,6059.0,122,191336.0
13949244,2015.0,5.0,96990.0,60590890.0,3.0,962.0,261.0,1286.0,204569.0,-117969990.0,33754384.0,1.0,2776.2,6059.0,122,50454.0
14204466,2015.0,0.0,97027.0,60590220.0,4.0,3164.0,261.0,1286.0,467486.0,-117735740.0,33851676.0,4.5,5176.92,6059.0,122,347422.0
12972309,2015.0,0.0,96270.0,60374300.0,3.0,1066.0,261.0,3101.0,51040.0,-117979120.0,34129456.0,1.0,1058.97,6037.0,0100,33612.0
14300781,2015.0,6.0,96941.0,60590524.0,3.0,1040.0,261.0,1286.0,202795.0,-117776890.0,33695630.0,2.0,2246.22,6059.0,122,82849.0
11922535,2015.0,0.0,96514.0,60374800.0,3.0,1351.0,266.0,3101.0,250743.0,-118076000.0,34128900.0,3.0,3143.27,6037.0,010C,138788.0
11715546,2015.0,0.0,95989.0,60372340.0,2.0,1202.0,261.0,3101.0,294252.0,-118323520.0,34016696.0,1.0,3663.14,6037.0,0100,85771.0
14135892,2015.0,8.0,97040.0,60590110.0,3.0,2078.0,261.0,1286.0,355450.0,-117930730.0,33877976.0,2.0,4255.5,6059.0,122,140742.0
12527422,2015.0,0.0,96237.0,60375776.0,3.0,2310.0,261.0,3101.0,947526.0,-118120380.0,33753370.0,4.0,11413.29,6037.0,0100,373493.0
12133439,2015.0,0.0,96267.0,60374308.0,3.0,2605.0,261.0,3101.0,1844297.0,-118060120.0,34154868.0,3.0,30364.44,6037.0,0101,368859.0
14246569,2015.0,7.0,97005.0,60590756.0,4.0,2460.0,261.0,1286.0,414083.0,-117818420.0,33768404.0,3.0,4891.56,6059.0,122,196823.0
13996873,2015.0,6.0,97021.0,60590876.0,3.0,1300.0,261.0,1286.0,177145.0,-117934670.0,33814084.0,2.0,2357.64,6059.0,122,74374.0
13012368,2015.0,0.0,96510.0,60374336.0,3.0,1545.0,261.0,3101.0,497990.0,-118070220.0,34065536.0,2.0,6307.61,6037.0,0100,171814.0
14465560,2015.0,7.0,96995.0,60590320.0,4.0,2449.0,261.0,1286.0,458226.0,-117662820.0,33570944.0,2.5,4655.5,6059.0,122,163570.0
11059826,2015.0,0.0,96369.0,60371172.0,3.0,1276.0,261.0,3101.0,54208.0,-118494550.0,34245212.0,2.0,4672.71,6037.0,0100,37097.0
13099878,2015.0,0.0,96522.0,60374030.0,3.0,2212.0,261.0,3101.0,284131.0,-117843410.0,33995200.0,3.0,3587.91,6037.0,0100,248627.0
11509241,2015.0,0.0,96109.0,60376212.0,3.0,2017.0,261.0,3101.0,1628209.0,-118403950.0,33875830.0,3.0,17562.89,6037.0,0100,737649.0
11709466,2015.0,0.0,95989.0,60372344.0,8.0,5128.0,248.0,3101.0,680221.0,-118324040.0,34008290.0,4.0,8653.45,6037.0,0400,307578.0
11426944,2015.0,0.0,96107.0,60376028.0,3.0,1096.0,261.0,3101.0,46992.0,-118317160.0,33927764.0,2.0,914.03,6037.0,0100,21515.0
11888517,2015.0,0.0,96294.0,60374636.0,2.0,1454.0,266.0,3101.0,405624.0,-118132000.0,34133500.0,2.0,4773.37,6037.0,010C,133731.0
12036807,2015.0,0.0,96008.0,60371892.0,2.0,1190.0,266.0,3101.0,159413.0,-118289000.0,34105800.0,3.0,2042.07,6037.0,010C,117704.0
12082392,2015.0,0.0,96324.0,60373020.0,4.0,2315.0,246.0,3101.0,339649.0,-118240570.0,34140744.0,4.0,3888.88,6037.0,0200,129925.0
13870643,2015.0,5.0,97041.0,60590020.0,3.0,1157.0,261.0,1286.0,297767.0,-117963080.0,33863504.0,2.0,3545.28,6059.0,122,51085.0
14657739,2015.0,5.0,96961.0,60590424.0,3.0,1322.0,266.0,1286.0,252574.0,-117704630.0,33475180.0,2.0,2971.14,6059.0,34,114227.0
14337207,2015.0,8.0,97005.0,60590756.0,3.0,2191.0,261.0,1286.0,756653.0,-117788504.0,33769024.0,2.5,8700.32,6059.0,122,138128.0
10974178,2015.0,0.0,96366.0,60373200.0,3.0,1242.0,261.0,3101.0,329724.0,-118422720.0,34294896.0,2.0,10332.29,6037.0,0101,114920.0
12242261,2015.0,0.0,96025.0,60376028.0,3.0,1562.0,261.0,3101.0,60541.0,-118296610.0,33922756.0,2.0,1197.98,6037.0,0100,35064.0
10914652,2015.0,0.0,96449.0,60371440.0,2.0,1264.0,261.0,3101.0,408274.0,-118388650.0,34137890.0,1.0,4993.16,6037.0,0100,81650.0
11979607,2015.0,0.0,96023.0,60371830.0,3.0,2026.0,261.0,3101.0,40344.0,-118174200.0,34118400.0,1.0,711.64,6037.0,0100,21595.0
11669313,2015.0,0.0,96120.0,60372624.0,4.0,2976.0,261.0,3101.0,1131285.0,-118516130.0,34044960.0,5.0,13886.26,6037.0,0100,441718.0
12794355,2015.0,0.0,96173.0,60375028.0,5.0,1951.0,261.0,3101.0,465110.0,-118041750.0,33942070.0,2.0,5046.08,6037.0,0100,135657.0
17143187,2015.0,0.0,97091.0,61110052.0,2.0,1128.0,266.0,2061.0,182220.0,-118996830.0,34230050.0,2.0,2009.06,6111.0,1129,136672.0
11147481,2015.0,0.0,96401.0,60379108.0,3.0,1675.0,269.0,3101.0,352514.0,-118407710.0,34437464.0,3.0,4739.62,6037.0,010D,234224.0
11667490,2015.0,0.0,96120.0,60372628.0,3.0,2208.0,261.0,3101.0,190080.0,-118536940.0,34054740.0,3.0,2587.73,6037.0,0101,95244.0
11014023,2015.0,0.0,96370.0,60371068.0,3.0,1692.0,261.0,3101.0,300953.0,-118505256.0,34284076.0,2.0,3882.7,6037.0,0101,196384.0
11904174,2015.0,0.0,96533.0,60374820.0,3.0,2038.0,261.0,3101.0,296646.0,-118154620.0,34071076.0,2.0,3735.02,6037.0,0100,118656.0
11435976,2015.0,0.0,96107.0,60376036.0,2.0,836.0,266.0,3101.0,107400.0,-118334000.0,33900700.0,2.0,1484.65,6037.0,010E,85921.0
11463433,2015.0,0.0,96129.0,60372770.0,7.0,3193.0,248.0,3101.0,613055.0,-118434680.0,33960120.0,4.0,7842.45,6037.0,0400,245220.0
12438989,2015.0,0.0,96242.0,60375740.0,4.0,3108.0,261.0,3101.0,734000.0,-118074280.0,33813020.0,3.0,10152.88,6037.0,0100,319800.0
14196535,2015.0,7.0,97078.0,60590220.0,3.0,1921.0,261.0,1286.0,634272.0,-117777440.0,33893110.0,2.5,7538.62,6059.0,122,179624.0
12144560,2015.0,0.0,96268.0,60374316.0,3.0,1787.0,261.0,3101.0,84812.0,-118052170.0,34114156.0,2.0,1214.57,6037.0,0100,44244.0
14507311,2015.0,0.0,96989.0,60590320.0,3.0,2267.0,261.0,1286.0,450962.0,-117563840.0,33659520.0,3.0,8210.72,6059.0,122,250972.0
12479984,2015.0,0.0,96213.0,60375700.0,4.0,1538.0,261.0,3101.0,255702.0,-118109900.0,33860148.0,2.0,3216.81,6037.0,0100,105597.0
17085251,2015.0,7.0,97081.0,61110024.0,3.0,1885.0,261.0,2061.0,608741.0,-119258490.0,34253096.0,1.5,6454.24,6111.0,1110,244647.0
12455230,2015.0,0.0,96239.0,60375704.0,3.0,1216.0,261.0,3101.0,164079.0,-118186184.0,33859788.0,2.0,2179.2,6037.0,0100,22991.0
14523696,2015.0,0.0,96218.0,60591100.0,0.0,,263.0,1286.0,14430.0,-118078000.0,33807300.0,0.0,328.98,6059.0,71,14430.0
12050917,2015.0,0.0,96320.0,60373016.0,3.0,1863.0,261.0,3101.0,109501.0,-118290460.0,34176800.0,2.0,1261.59,6037.0,0100,79744.0
11569650,2015.0,0.0,96030.0,60372644.0,3.0,1620.0,266.0,3101.0,770761.0,-118464000.0,34047900.0,3.0,9355.92,6037.0,010C,328370.0
10739946,2015.0,0.0,96337.0,60378004.0,3.0,1586.0,266.0,3101.0,251028.0,-118695000.0,34166900.0,2.0,3224.02,6037.0,010C,61476.0
14115689,2015.0,0.0,97024.0,60590876.0,3.0,1705.0,261.0,1286.0,207016.0,-117911736.0,33827880.0,2.0,2701.58,6059.0,1,62105.0
14085603,2015.0,8.0,96990.0,60590996.0,4.0,1834.0,261.0,1286.0,570931.0,-118040990.0,33751210.0,2.0,7451.18,6059.0,122,115501.0
12007250,2015.0,0.0,95985.0,60371930.0,6.0,3446.0,247.0,3101.0,349242.0,-118292776.0,34081990.0,3.0,4543.37,6037.0,0300,191018.0
13851008,2015.0,9.0,96186.0,60590016.0,5.0,2305.0,261.0,1286.0,610000.0,-117932930.0,33941790.0,3.0,7082.04,6059.0,122,141363.0
12196055,2015.0,0.0,96025.0,60372376.0,5.0,2206.0,246.0,3101.0,256152.0,-118282820.0,33973370.0,3.0,3346.27,6037.0,0200,51230.0
12198605,2015.0,0.0,95982.0,60375350.0,4.0,1593.0,246.0,3101.0,190114.0,-118251960.0,33971724.0,3.0,3102.53,6037.0,0200,104165.0
12266353,2015.0,0.0,96092.0,60375428.0,3.0,1126.0,261.0,3101.0,174068.0,-118239210.0,33904148.0,1.0,3306.84,6037.0,0100,69025.0
12210657,2015.0,0.0,96025.0,60372404.0,4.0,1572.0,246.0,3101.0,265109.0,-118289850.0,33951604.0,3.0,4567.49,6037.0,0200,84350.0
14704074,2015.0,0.0,97018.0,60590524.0,3.0,1557.0,266.0,1286.0,244555.0,-117800700.0,33731576.0,2.5,2773.26,6059.0,34,123940.0
12981720,2015.0,0.0,96465.0,60374050.0,2.0,1154.0,266.0,3101.0,31568.0,-117975000.0,34091400.0,3.0,641.33,6037.0,010C,23435.0
13099449,2015.0,0.0,96522.0,60374030.0,4.0,1472.0,261.0,3101.0,225667.0,-117861270.0,33996170.0,2.0,2970.19,6037.0,0101,138748.0
14353972,2015.0,0.0,96954.0,60590524.0,5.0,3481.0,261.0,1286.0,1690607.0,-117750950.0,33704210.0,5.5,22775.6,6059.0,1,642193.0
12844469,2015.0,0.0,96492.0,60374090.0,4.0,2315.0,261.0,3101.0,342263.0,-117914260.0,33987056.0,3.0,4429.43,6037.0,0100,229742.0
12124937,2015.0,0.0,96295.0,60374630.0,2.0,1630.0,261.0,3101.0,483986.0,-118086350.0,34139788.0,2.0,5778.47,6037.0,0101,180518.0
14175530,2015.0,0.0,97043.0,60590016.0,3.0,2860.0,261.0,1286.0,862209.0,-117887890.0,33896864.0,3.0,9828.72,6059.0,122,418349.0
12342383,2015.0,0.0,96220.0,60375540.0,3.0,1674.0,261.0,3101.0,282713.0,-118153304.0,33893100.0,2.0,3601.44,6037.0,0100,150013.0
14074238,2015.0,6.0,96965.0,60590990.0,3.0,1146.0,261.0,1286.0,204697.0,-117984504.0,33710470.0,2.0,2579.94,6059.0,122,90125.0
12015721,2015.0,0.0,96027.0,60371900.0,2.0,1202.0,266.0,3101.0,244558.0,-118355000.0,34095900.0,3.0,2977.39,6037.0,010C,195657.0
10833512,2015.0,0.0,96415.0,60371320.0,3.0,1213.0,261.0,3101.0,389350.0,-118494456.0,34207412.0,1.0,4759.99,6037.0,0100,107583.0
17283787,2015.0,8.0,96385.0,61110070.0,4.0,2473.0,261.0,2061.0,744584.0,-118832930.0,34198456.0,2.5,7909.78,6111.0,1110,260604.0
10779734,2015.0,0.0,96364.0,60371330.0,4.0,1608.0,261.0,3101.0,243359.0,-118533520.0,34185084.0,2.0,3094.11,6037.0,0100,101967.0
12200217,2015.0,0.0,95982.0,60375350.0,1.0,630.0,261.0,3101.0,12592.0,-118236840.0,33965016.0,1.0,737.14,6037.0,0100,4459.0
14630633,2015.0,5.0,97025.0,60590864.0,2.0,1020.0,266.0,1286.0,202057.0,-117869496.0,33845616.0,1.0,2494.18,6059.0,34,78057.0
11781619,2015.0,0.0,95996.0,60372080.0,0.0,760.0,266.0,3101.0,375906.0,-118263000.0,34040800.0,1.0,4792.25,6037.0,010C,244340.0
14264573,2015.0,8.0,97007.0,60590740.0,4.0,2296.0,261.0,1286.0,457028.0,-117870140.0,33701856.0,3.0,5525.06,6059.0,122,126768.0
11795040,2015.0,0.0,95994.0,60372060.0,1.0,2020.0,266.0,3101.0,1076078.0,-118234000.0,34041100.0,1.0,13369.91,6037.0,010E,642587.0
11625950,2015.0,0.0,96088.0,60377010.0,3.0,1639.0,261.0,3101.0,637737.0,-118395300.0,34061184.0,2.0,7531.11,6037.0,0100,132384.0
10904845,2015.0,0.0,96424.0,60371412.0,0.0,5600.0,47.0,3101.0,842752.0,-118429820.0,34149880.0,0.0,10758.11,6037.0,1200,236581.0
12870336,2015.0,0.0,96469.0,60374020.0,2.0,1150.0,261.0,3101.0,143724.0,-117725080.0,34089244.0,2.0,2136.42,6037.0,0101,121130.0
13877466,2015.0,8.0,97020.0,60590870.0,4.0,3025.0,261.0,1286.0,112669.0,-117933340.0,33839970.0,2.5,1624.78,6059.0,122,84186.0
17089021,2015.0,4.0,97083.0,61110016.0,2.0,913.0,266.0,2061.0,229286.0,-119197530.0,34272800.0,2.0,2473.2,6111.0,1129,114643.0
11185426,2015.0,0.0,97329.0,60379104.0,7.0,3134.0,261.0,3101.0,341853.0,-118206150.0,34615310.0,3.0,5185.13,6037.0,0101,280050.0
12384259,2015.0,0.0,96100.0,60375508.0,4.0,1998.0,261.0,3101.0,466195.0,-118133290.0,33962110.0,3.0,5853.16,6037.0,0100,281767.0
17126295,2015.0,4.0,97089.0,61110052.0,2.0,1184.0,261.0,2061.0,267676.0,-119036420.0,34247996.0,1.5,2872.4,6111.0,1110,182589.0
17228055,2015.0,8.0,97118.0,61110084.0,4.0,2692.0,261.0,2061.0,349819.0,-118736750.0,34283524.0,3.0,4291.3,6111.0,1111,235672.0
12335558,2015.0,0.0,96102.0,60375516.0,3.0,1336.0,261.0,3101.0,214832.0,-118154080.0,33917540.0,1.0,2793.91,6037.0,0100,93349.0
14082842,2015.0,7.0,96965.0,60590996.0,4.0,1528.0,261.0,1286.0,498237.0,-118021170.0,33745296.0,2.0,5923.96,6059.0,122,96693.0
14677364,2015.0,5.0,96958.0,60590640.0,2.0,1270.0,266.0,1286.0,361951.0,-117893810.0,33695844.0,2.0,4431.68,6059.0,34,104524.0
14271456,2015.0,6.0,96958.0,60590640.0,3.0,1320.0,261.0,1286.0,247621.0,-117906290.0,33660816.0,2.0,3217.38,6059.0,122,85962.0
12618628,2015.0,0.0,96228.0,60372940.0,3.0,1012.0,261.0,3101.0,190135.0,-118258104.0,33804370.0,1.0,2595.16,6037.0,0100,73884.0
12023545,2015.0,0.0,96027.0,60372612.0,3.0,1976.0,261.0,3101.0,216239.0,-118379980.0,34114744.0,3.0,2754.11,6037.0,0101,175051.0
17078517,2015.0,0.0,97083.0,61110020.0,0.0,1989.0,246.0,2061.0,146681.0,-119255920.0,34277290.0,0.0,1652.38,6111.0,1210,98062.0
10983130,2015.0,0.0,96368.0,60371040.0,4.0,1134.0,261.0,3101.0,398000.0,-118391656.0,34281624.0,2.0,5581.95,6037.0,0100,180000.0
11239031,2015.0,0.0,97328.0,60379108.0,4.0,2303.0,261.0,3101.0,145267.0,-118101870.0,34554656.0,3.0,2936.23,6037.0,0100,116214.0
12364047,2015.0,0.0,96083.0,60375336.0,3.0,1108.0,246.0,3101.0,106700.0,-118200350.0,33975572.0,2.0,4562.49,6037.0,0200,39896.0
12597086,2015.0,0.0,96161.0,60376504.0,3.0,1671.0,261.0,3101.0,114440.0,-118334580.0,33838804.0,2.0,1507.83,6037.0,0100,55308.0
10751867,2015.0,0.0,96336.0,60378004.0,3.0,1677.0,261.0,3101.0,230019.0,-118719830.0,34132736.0,2.0,2902.5,6037.0,0100,141280.0
12381788,2015.0,0.0,96192.0,60375324.0,3.0,2334.0,261.0,3101.0,592444.0,-118116024.0,33983036.0,3.0,8981.23,6037.0,0100,227373.0
17108053,2015.0,6.0,97084.0,61110012.0,2.0,1192.0,261.0,2061.0,125889.0,-119160420.0,34275600.0,2.0,1361.2,6111.0,1111,96593.0
11139805,2015.0,0.0,96352.0,60379204.0,4.0,2736.0,261.0,3101.0,571847.0,-118542776.0,34377136.0,4.0,9085.03,6037.0,0100,346678.0
12923027,2015.0,0.0,96475.0,60374036.0,3.0,1433.0,261.0,3101.0,435000.0,-117870870.0,34087120.0,2.0,5350.38,6037.0,0101,135000.0
12325046,2015.0,0.0,96220.0,60375536.0,2.0,1109.0,266.0,3101.0,225000.0,-118172000.0,33898700.0,2.0,2823.99,6037.0,010C,81100.0
11036883,2015.0,0.0,96411.0,60371190.0,3.0,900.0,266.0,3101.0,63927.0,-118448000.0,34239900.0,2.0,878.71,6037.0,010C,51146.0
11581341,2015.0,0.0,96149.0,60377012.0,5.0,4719.0,261.0,3101.0,2088704.0,-118499860.0,34033360.0,4.0,24788.48,6037.0,0101,1004573.0
14175743,2015.0,0.0,97043.0,60590116.0,0.0,,263.0,1286.0,17387.0,-117879000.0,33906400.0,0.0,538.22,6059.0,73,8666.0
11697221,2015.0,0.0,96024.0,60372348.0,3.0,1292.0,261.0,3101.0,355500.0,-118322376.0,33994424.0,1.0,4475.59,6037.0,0100,95800.0
10914253,2015.0,0.0,96449.0,60371440.0,2.0,1765.0,266.0,3101.0,627286.0,-118417000.0,34146500.0,3.0,7705.85,6037.0,010C,470210.0
11974442,2015.0,0.0,96022.0,60371830.0,3.0,1540.0,246.0,3101.0,559129.0,-118191550.0,34132420.0,2.0,6930.75,6037.0,0200,139782.0
13138230,2015.0,0.0,96374.0,60379200.0,0.0,1311.0,263.0,3101.0,53100.0,-118481470.0,34426504.0,0.0,931.25,6037.0,0700,34700.0
11164184,2015.0,0.0,96378.0,60379204.0,4.0,2164.0,261.0,3101.0,110319.0,-118552310.0,34386200.0,3.0,2274.18,6037.0,0101,86269.0
14002632,2015.0,6.0,96203.0,60590880.0,3.0,1078.0,261.0,1286.0,389000.0,-117994050.0,33798370.0,1.5,5069.84,6059.0,122,48087.0
11774955,2015.0,0.0,95992.0,60372268.0,0.0,2064.0,31.0,3101.0,346793.0,-118265496.0,34021356.0,0.0,4490.88,6037.0,1210,150957.0
12607541,2015.0,0.0,96163.0,60376510.0,2.0,1133.0,266.0,3101.0,84902.0,-118340376.0,33819228.0,2.0,1107.16,6037.0,010C,40048.0
14145046,2015.0,6.0,97043.0,60590016.0,3.0,1931.0,261.0,1286.0,139814.0,-117935784.0,33895936.0,2.0,1808.14,6059.0,122,76043.0
14751947,2015.0,0.0,96974.0,60590628.0,4.0,1768.0,266.0,1286.0,255654.0,-117733896.0,33573520.0,2.5,2594.18,6059.0,34,162240.0
11198374,2015.0,0.0,97328.0,60379104.0,4.0,1705.0,261.0,3101.0,125572.0,-118118100.0,34561824.0,2.0,2579.37,6037.0,0100,100502.0
11911214,2015.0,0.0,96515.0,60374812.0,3.0,1382.0,266.0,3101.0,185213.0,-118100000.0,34093700.0,3.0,2676.6,6037.0,010C,130565.0
11821572,2015.0,0.0,96044.0,60375308.0,1.0,544.0,261.0,3101.0,50216.0,-118172370.0,34054404.0,1.0,1202.93,6037.0,0100,25108.0
11639901,2015.0,0.0,96086.0,60377010.0,7.0,6376.0,261.0,3101.0,2443958.0,-118424550.0,34084324.0,6.0,29013.98,6037.0,0101,952652.0
17150043,2015.0,8.0,97106.0,61110036.0,4.0,1947.0,261.0,2061.0,411993.0,-119218120.0,34194840.0,3.0,5082.82,6111.0,1111,255157.0
14371770,2015.0,7.0,96962.0,60590524.0,4.0,1608.0,261.0,1286.0,51383.0,-117696370.0,33643184.0,2.5,560.86,6059.0,122,35035.0
10847320,2015.0,0.0,96424.0,60371290.0,1.0,782.0,266.0,3101.0,183404.0,-118446000.0,34159900.0,1.0,3312.21,6037.0,010E,88936.0
17121199,2015.0,6.0,97107.0,61110052.0,4.0,1178.0,261.0,2061.0,334000.0,-119153260.0,34237652.0,2.0,4472.1,6111.0,1111,168000.0
12066508,2015.0,0.0,96325.0,60373020.0,5.0,1454.0,261.0,3101.0,465331.0,-118247620.0,34152776.0,3.0,5232.91,6037.0,0100,120078.0
13941144,2015.0,5.0,96990.0,60591000.0,4.0,1465.0,261.0,1286.0,354289.0,-118000760.0,33761690.0,2.0,4522.36,6059.0,122,63496.0
11394959,2015.0,0.0,96137.0,60376010.0,2.0,936.0,261.0,3101.0,165649.0,-118318500.0,33967900.0,1.0,2443.38,6037.0,0100,33125.0
11066971,2015.0,0.0,96356.0,60371084.0,5.0,2660.0,269.0,3101.0,512076.0,-118564540.0,34291430.0,3.0,6342.8,6037.0,010D,301476.0
10940254,2015.0,0.0,96438.0,60373108.0,4.0,1508.0,261.0,3101.0,739484.0,-118319670.0,34175184.0,2.0,8233.98,6037.0,0100,215725.0
12811261,2015.0,0.0,96489.0,60374090.0,6.0,3403.0,261.0,3101.0,714222.0,-117960590.0,33990600.0,3.0,8561.97,6037.0,0100,287821.0
11972427,2015.0,0.0,96023.0,60371864.0,2.0,728.0,261.0,3101.0,155366.0,-118211010.0,34116850.0,1.0,1895.43,6037.0,0100,33883.0
12391686,2015.0,0.0,96197.0,60375010.0,2.0,808.0,261.0,3101.0,192971.0,-118083540.0,34006892.0,1.0,2810.09,6037.0,0101,38589.0
17197770,2015.0,9.0,97097.0,61110076.0,5.0,3795.0,261.0,2061.0,836000.0,-118905100.0,34269104.0,4.5,9303.58,6111.0,1111,294000.0
14101733,2015.0,6.0,97047.0,60590760.0,3.0,1295.0,261.0,1286.0,438000.0,-117899750.0,33778930.0,2.0,5144.22,6059.0,122,81168.0
17247055,2015.0,7.0,97118.0,61110076.0,4.0,1443.0,261.0,2061.0,293671.0,-118737270.0,34260256.0,2.5,3557.06,6111.0,1111,182421.0
10975570,2015.0,0.0,96366.0,60373204.0,3.0,1229.0,261.0,3101.0,71343.0,-118437320.0,34295628.0,2.0,1086.31,6037.0,0100,40977.0
10816001,2015.0,0.0,96379.0,60371396.0,3.0,1476.0,261.0,3101.0,617492.0,-118530180.0,34164064.0,2.0,7612.71,6037.0,0100,123497.0
