parcelid,assessmentyear,roomcnt,regionidzip,rawcensustractandblock,bedroomcnt,calculatedfinishedsquarefeet,propertylandusetypeid,regionidcounty,taxvaluedollarcnt,longitude,latitude,bathroomcnt,taxamount,fips,propertycountylandusecode,structuretaxvaluedollarcnt
12619202,2015.0,0.0,96229.0,60375436.0,3.0,1730.0,261.0,3101.0,254796.0,-118.26527,33.800068,2.0,3662.0,6037.0,0100,123258.0
12641161,2015.0,0.0,96222.0,60372950.0,2.0,1429.0,266.0,3101.0,421772.0,-118.30289,33.76357,3.0,5190.0,6037.0,010C,180759.0
12654960,2015.0,0.0,96221.0,60372240.0,2.0,840.0,261.0,3101.0,34015.0,-118.26941,34.029213,1.0,430.0,6037.0,0100,9357.0
12672740,2015.0,0.0,96161.0,60376508.0,3.0,1728.0,261.0,3101.0,746939.0,-118.36137,33.831497,2.0,8653.0,6037.0,0100,149387.0
12684900,2015.0,0.0,96121.0,60376704.0,3.0,1759.0,261.0,3101.0,132679.0,-118.35576,33.798023,2.0,2368.0,6037.0,0100,60484.0
12789279,2015.0,0.0,96170.0,60375016.0,3.0,1545.0,261.0,3101.0,77470.0,-118.01652,33.96699,2.0,6835.0,6037.0,0100,46284.0
12792559,2015.0,0.0,96172.0,60375030.0,4.0,1102.0,261.0,3101.0,389000.0,-118.02284,33.933018,2.0,5297.0,6037.0,0100,97000.0
12811261,2015.0,0.0,96489.0,60374090.0,6.0,3403.0,261.0,3101.0,714222.0,-117.960594,33.9906,3.0,8561.0,6037.0,0100,287821.0
12816947,2015.0,0.0,96488.0,60374070.0,4.0,2096.0,261.0,3101.0,136695.0,-117.958046,34.032265,3.0,2009.0,6037.0,0100,117700.0
12914976,2015.0,0.0,96473.0,60374060.0,4.0,1104.0,261.0,3101.0,194619.0,-117.91458,34.106663,2.0,2579.0,6037.0,0101,116775.0
12948350,2015.0,0.0,96524.0,60374064.0,4.0,1803.0,261.0,3101.0,397667.0,-117.90961,34.06708,2.0,4746.0,6037.0,0101,173407.0
12968457,2015.0,0.0,96270.0,60374310.0,3.0,1035.0,261.0,3101.0,139762.0,-117.99023,34.12137,1.0,1993.0,6037.0,0100,83600.0
12969321,2015.0,0.0,399675.0,60374304.0,4.0,4280.0,261.0,3101.0,2683876.0,-117.97968,34.15331,4.0,37382.0,6037.0,0101,1084562.0
12978643,2015.0,0.0,96465.0,60374050.0,3.0,1053.0,261.0,3101.0,280493.0,-117.97191,34.091236,1.0,4411.0,6037.0,0100,56098.0
12982372,2015.0,0.0,96479.0,60374324.0,2.0,1254.0,261.0,3101.0,143473.0,-118.00512,34.088345,1.0,2367.0,6037.0,0100,52169.0
13008151,2015.0,0.0,96517.0,60374320.0,3.0,1231.0,261.0,3101.0,244642.0,-118.05068,34.101196,2.0,3097.0,6037.0,0100,51467.0
13009925,2015.0,0.0,96517.0,60374320.0,4.0,2450.0,261.0,3101.0,493071.0,-118.06141,34.09275,2.0,5989.0,6037.0,0101,188963.0
13022026,2015.0,0.0,96464.0,60374044.0,3.0,1031.0,261.0,3101.0,282730.0,-117.91574,34.113083,2.0,3663.0,6037.0,0100,93453.0
13081112,2015.0,0.0,96522.0,60374036.0,4.0,1823.0,261.0,3101.0,624000.0,-117.86397,34.010952,3.0,10118.0,6037.0,0100,174600.0
13836335,2015.0,7.0,97006.0,60590750.0,3.0,2276.0,261.0,1286.0,151649.0,-117.87497,33.76477,2.0,1984.0,6059.0,122,93980.0
13936247,2015.0,7.0,97021.0,60590876.0,4.0,2042.0,261.0,1286.0,80630.0,-117.93905,33.79651,3.0,1182.0,6059.0,122,58858.0
13953476,2015.0,6.0,97050.0,60590890.0,3.0,1155.0,261.0,1286.0,280407.0,-117.948395,33.764637,2.0,3580.0,6059.0,122,58866.0
13956362,2015.0,5.0,97050.0,60590892.0,2.0,1055.0,261.0,1286.0,42334.0,-117.93483,33.760475,1.0,890.0,6059.0,122,26362.0
14027562,2015.0,7.0,96965.0,60590996.0,3.0,1564.0,261.0,1286.0,75106.0,-117.99327,33.720375,2.0,1090.0,6059.0,122,49712.0
14061046,2015.0,5.0,97008.0,60590990.0,3.0,1473.0,261.0,1286.0,367835.0,-117.96873,33.691505,2.0,4230.0,6059.0,122,97620.0
14075402,2015.0,7.0,97008.0,60590990.0,3.0,1480.0,261.0,1286.0,262545.0,-117.9366,33.715233,2.0,3097.0,6059.0,122,153447.0
14126347,2015.0,6.0,96180.0,60591104.0,2.0,1153.0,261.0,1286.0,53270.0,-118.01525,33.84706,2.0,864.0,6059.0,122,29152.0
14155334,2015.0,0.0,97035.0,60590016.0,4.0,2793.0,261.0,1286.0,742022.0,-117.90575,33.945053,3.0,8634.0,6059.0,122,264000.0
14169300,2015.0,7.0,97068.0,60590116.0,4.0,2268.0,261.0,1286.0,638000.0,-117.8564,33.90109,2.0,7944.0,6059.0,122,136924.0
14195440,2015.0,0.0,97078.0,60590220.0,4.0,3221.0,261.0,1286.0,826528.0,-117.77622,33.88315,3.0,9811.0,6059.0,122,347617.0
14215434,2015.0,8.0,97026.0,60590220.0,4.0,1911.0,261.0,1286.0,111334.0,-117.78064,33.847916,2.0,1439.0,6059.0,122,81722.0
14230655,2015.0,6.0,97065.0,60590760.0,3.0,1703.0,261.0,1286.0,527366.0,-117.82944,33.81009,2.0,6195.0,6059.0,122,98064.0
14236998,2015.0,6.0,97065.0,60590764.0,3.0,1533.0,261.0,1286.0,72708.0,-117.8449,33.79641,2.0,1036.0,6059.0,122,48136.0
14263770,2015.0,8.0,97004.0,60590740.0,4.0,1713.0,261.0,1286.0,339550.0,-117.88765,33.71917,2.0,4023.0,6059.0,122,65706.0
14265035,2015.0,9.0,97007.0,60590740.0,6.0,1849.0,261.0,1286.0,345030.0,-117.88174,33.70245,2.0,4177.0,6059.0,122,103234.0
14278198,2015.0,0.0,96981.0,60590636.0,4.0,3379.0,261.0,1286.0,4515000.0,-117.945724,33.624313,4.0,51960.0,6059.0,1,398347.0
14315700,2015.0,7.0,96957.0,60590628.0,3.0,2175.0,261.0,1286.0,2745490.0,-117.867165,33.605034,2.0,34361.0,6059.0,122,0.0
14338023,2015.0,0.0,97067.0,60590756.0,3.0,1484.0,261.0,1286.0,297179.0,-117.7653,33.788918,2.0,4018.0,6059.0,122,163743.0
14365387,2015.0,8.0,96962.0,60590524.0,3.0,2814.0,261.0,1286.0,463064.0,-117.69504,33.65899,3.0,4854.0,6059.0,122,236876.0
14389122,2015.0,7.0,96971.0,60590424.0,3.0,3215.0,261.0,1286.0,904892.0,-117.68725,33.568676,2.0,9412.0,6059.0,122,391124.0
14393925,2015.0,4.0,96974.0,60590424.0,2.0,918.0,261.0,1286.0,143940.0,-117.7076,33.57169,1.0,1432.0,6059.0,122,74271.0
14411323,2015.0,7.0,96987.0,60590424.0,4.0,1672.0,261.0,1286.0,345764.0,-117.711266,33.521343,2.0,3500.0,6059.0,122,100594.0
14424985,2015.0,0.0,96985.0,60590424.0,5.0,4139.0,261.0,1286.0,1332505.0,-117.640884,33.48626,4.0,14118.0,6059.0,122,672809.0
14469200,2015.0,0.0,96993.0,60590320.0,4.0,3040.0,261.0,1286.0,436611.0,-117.62331,33.590424,3.0,6443.0,6059.0,122,368850.0
14479049,2015.0,0.0,96996.0,60590320.0,3.0,2816.0,261.0,1286.0,651957.0,-117.64045,33.60044,3.0,6645.0,6059.0,122,243922.0
14491909,2015.0,4.0,96995.0,60590320.0,2.0,936.0,261.0,1286.0,185895.0,-117.66251,33.621758,1.0,1891.0,6059.0,122,79247.0
14527448,2015.0,0.0,96959.0,60590636.0,0.0,0.0,263.0,1286.0,4030.0,-117.937,33.6356,0.0,42.0,6059.0,73,4030.0
14528977,2015.0,0.0,96962.0,60590320.0,0.0,0.0,263.0,1286.0,23149.0,-117.698,33.6204,0.0,165.0,6059.0,73,23149.0
14662700,2015.0,0.0,96978.0,60590628.0,2.0,1050.0,266.0,1286.0,263430.0,-117.86116,33.612392,2.0,3076.0,6059.0,34,124605.0
14697345,2015.0,0.0,97079.0,60590220.0,2.0,963.0,266.0,1286.0,217363.0,-117.72288,33.872875,2.0,2765.0,6059.0,34,108486.0
14707123,2015.0,0.0,96996.0,60590320.0,3.0,1972.0,266.0,1286.0,308643.0,-117.64496,33.624554,2.0,3185.0,6059.0,34,174654.0
14726095,2015.0,0.0,96995.0,60590320.0,2.0,1206.0,266.0,1286.0,384000.0,-117.660774,33.561665,2.0,3900.0,6059.0,34,100380.0
14731919,2015.0,0.0,96985.0,60590424.0,2.0,1763.0,266.0,1286.0,393152.0,-117.64717,33.494965,3.0,4123.0,6059.0,34,187405.0
14746153,2015.0,0.0,96961.0,60590424.0,2.0,2056.0,266.0,1286.0,483879.0,-117.69387,33.489204,2.0,5233.0,6059.0,34,224131.0
17132338,2015.0,9.0,97091.0,61110052.0,3.0,2787.0,261.0,2061.0,537840.0,-119.00674,34.232887,2.0,5751.0,6111.0,1111,322706.0
17226594,2015.0,10.0,96385.0,61110076.0,4.0,4024.0,261.0,2061.0,1103999.0,-118.8173,34.2253,3.0,11882.0,6111.0,1111,576785.0
14453230,2015.0,0.0,96983.0,60590320.0,5.0,4800.0,261.0,1286.0,1062228.0,-117.58151,33.46988,5.0,15375.0,6059.0,122,734547.0
14453452,2015.0,0.0,96983.0,60590320.0,4.0,1923.0,261.0,1286.0,500590.0,-117.57885,33.46565,3.0,6953.0,6059.0,122,278314.0
14639882,2015.0,0.0,97078.0,60590220.0,4.0,3039.0,266.0,1286.0,645504.0,-117.83189,33.91164,3.0,7952.0,6059.0,1,388015.0
11770669,2015.0,0.0,95992.0,60372270.0,3.0,1146.0,261.0,3101.0,168094.0,-118.24765,34.01432,1.0,0.0,6037.0,0100,0.0
14139349,2015.0,8.0,97035.0,60590016.0,5.0,1719.0,261.0,1286.0,579000.0,-117.89393,33.907085,2.0,7772.0,6059.0,122,110374.0
11786378,2015.0,0.0,95994.0,60372064.0,0.0,870.0,266.0,3101.0,284614.0,-118.243,34.0449,1.0,3602.0,6037.0,010E,148214.0
10963494,2015.0,0.0,96368.0,60371064.0,3.0,1782.0,266.0,3101.0,341751.0,-118.44935,34.322144,3.0,4264.0,6037.0,01DC,232217.0
11202899,2015.0,0.0,97328.0,60379108.0,2.0,1519.0,266.0,3101.0,152000.0,-118.082146,34.577164,3.0,3703.0,6037.0,01DC,114100.0
12977339,2015.0,0.0,96465.0,60374050.0,3.0,2236.0,261.0,3101.0,518887.0,-117.97408,34.098255,4.0,6468.0,6037.0,0100,245661.0
11748230,2015.0,0.0,96000.0,60372132.0,2.0,1110.0,266.0,3101.0,467222.0,-118.311,34.0534,2.0,5658.0,6037.0,010C,159839.0
12045568,2015.0,0.0,96275.0,60373010.0,3.0,1560.0,266.0,3101.0,283098.0,-118.238,34.2135,3.0,3209.0,6037.0,012C,234258.0
11768948,2015.0,0.0,95992.0,60372284.0,0.0,4619.0,47.0,3101.0,781429.0,-118.25598,34.008793,0.0,10740.0,6037.0,1200,218579.0
12978548,2015.0,0.0,96465.0,60374052.0,0.0,4270.0,31.0,3101.0,314712.0,-117.95995,34.093887,0.0,5734.0,6037.0,1210,226758.0
13129748,2015.0,0.0,96506.0,60374024.0,0.0,960.0,263.0,3101.0,0.0,-117.76975,34.05248,0.0,178.0,6037.0,070P,0.0
13131748,2015.0,0.0,96492.0,60374084.0,0.0,1344.0,263.0,3101.0,0.0,-117.88184,33.99015,0.0,320.0,6037.0,070P,0.0
14518748,2015.0,0.0,96203.0,60590880.0,0.0,1500.0,263.0,1286.0,6748.0,-117.981,33.804,0.0,74.0,6059.0,0,6748.0
17081258,2015.0,5.0,97081.0,61110028.0,2.0,1257.0,261.0,2061.0,395258.0,-119.2718,34.27049,2.0,4206.0,6111.0,1110,93989.0
17094937,2015.0,8.0,97084.0,61110012.0,4.0,1600.0,261.0,2061.0,324481.0,-119.16682,34.280434,2.0,3412.0,6111.0,1111,194691.0
17121653,2015.0,6.0,97107.0,61110052.0,3.0,1402.0,261.0,2061.0,281800.0,-119.15565,34.23544,2.0,3907.0,6111.0,1110,89980.0
17129828,2015.0,9.0,97091.0,61110052.0,5.0,2440.0,261.0,2061.0,514186.0,-119.009094,34.22223,3.0,5807.0,6111.0,1111,257093.0
17157127,2015.0,6.0,97106.0,61110036.0,3.0,1769.0,261.0,2061.0,718000.0,-119.24436,34.19419,2.0,8736.0,6111.0,1110,111000.0
17207793,2015.0,7.0,97091.0,61110052.0,4.0,2623.0,261.0,2061.0,930000.0,-118.89819,34.251076,2.0,10114.0,6111.0,1110,228000.0
17222709,2015.0,6.0,97118.0,61110076.0,3.0,1579.0,266.0,2061.0,302364.0,-118.804474,34.253075,2.0,3460.0,6111.0,1129,181421.0
17241312,2015.0,6.0,97118.0,61110076.0,3.0,1657.0,261.0,2061.0,342251.0,-118.77277,34.24176,2.0,4021.0,6111.0,1111,211080.0
17254727,2015.0,6.0,97118.0,61110080.0,3.0,1430.0,261.0,2061.0,301134.0,-118.74353,34.27402,2.0,3644.0,6111.0,1111,180680.0
10764155,2015.0,0.0,96364.0,60371316.0,2.0,1068.0,261.0,3101.0,173909.0,-118.549644,34.205063,1.0,2224.0,6037.0,0100,43346.0
10867558,2015.0,0.0,96426.0,60371416.0,5.0,4152.0,261.0,3101.0,1942000.0,-118.4832,34.148273,5.0,23684.0,6037.0,0101,986000.0
10889715,2015.0,0.0,96451.0,60371244.0,3.0,1156.0,261.0,3101.0,266338.0,-118.37251,34.188107,1.0,3278.0,6037.0,0100,93212.0
10926936,2015.0,0.0,96446.0,60371244.0,2.0,915.0,261.0,3101.0,220553.0,-118.36858,34.174652,2.0,2699.0,6037.0,0101,91563.0
10948987,2015.0,0.0,96438.0,60373108.0,4.0,2061.0,246.0,3101.0,360612.0,-118.33181,34.186604,2.0,4146.0,6037.0,0200,125490.0
11014023,2015.0,0.0,96370.0,60371068.0,3.0,1692.0,261.0,3101.0,300953.0,-118.50526,34.284077,2.0,3882.0,6037.0,0101,196384.0
11025078,2015.0,0.0,96361.0,60371050.0,3.0,885.0,261.0,3101.0,192799.0,-118.41422,34.249603,1.0,2464.0,6037.0,0100,38555.0
11031753,2015.0,0.0,96411.0,60371204.0,4.0,1648.0,246.0,3101.0,112412.0,-118.43475,34.221985,2.0,1544.0,6037.0,0200,53995.0
11031928,2015.0,0.0,96411.0,60371200.0,4.0,1581.0,246.0,3101.0,318329.0,-118.44686,34.226707,2.0,4074.0,6037.0,0200,114695.0
11042342,2015.0,0.0,96411.0,60371190.0,2.0,964.0,266.0,3101.0,101496.0,-118.454155,34.23599,2.0,1333.0,6037.0,010E,94319.0
11085835,2015.0,0.0,96346.0,60371132.0,4.0,2868.0,261.0,3101.0,868791.0,-118.61245,34.25376,3.0,10936.0,6037.0,0101,347516.0
11091572,2015.0,0.0,96354.0,60371150.0,2.0,1727.0,261.0,3101.0,600200.0,-118.53806,34.244972,2.0,7462.0,6037.0,0100,120000.0
11092836,2015.0,0.0,96355.0,60371150.0,5.0,3105.0,261.0,3101.0,310524.0,-118.52112,34.241463,4.0,4051.0,6037.0,0100,275945.0
